Mod:Item:MetaData, Localized Name
hbm:item.fluid_duct:97, 流体管道: 减压重油
hbm:item.fluid_duct:19, 流体管道: 石脑油
hbm:item.fluid_duct:178, 流体管道: 脱硫石脑油
hbm:item.fluid_duct:64, 流体管道: 裂化石脑油
hbm:item.fluid_duct:135, 流体管道: 焦化石脑油
hbm:item.fluid_duct:98, 流体管道: 重整油
hbm:item.fluid_duct:21, 流体管道: 轻油
hbm:item.fluid_duct:179, 流体管道: 脱硫轻油
hbm:item.fluid_duct:65, 流体管道: 裂化轻油
hbm:item.fluid_duct:99, 流体管道: 减压轻油
hbm:item.fluid_duct:13, 流体管道: 沥青
hbm:item.fluid_duct:14, 流体管道: 工业油
hbm:item.fluid_duct:15, 流体管道: 燃油
hbm:item.fluid_duct:108, 流体管道: 重质燃油
hbm:item.fluid_duct:16, 流体管道: 再生油
hbm:item.fluid_duct:18, 流体管道: 润滑油
hbm:item.fluid_duct:23, 流体管道: 天然气
hbm:item.fluid_duct:136, 流体管道: 焦化气
hbm:item.fluid_duct:24, 流体管道: 石油气
hbm:item.fluid_duct:100, 流体管道: 高硫天然气
hbm:item.fluid_duct:25, 流体管道: 液化石油气
hbm:item.fluid_duct:93, 流体管道: 合成气
hbm:item.fluid_duct:94, 流体管道: 氢氧混合气
hbm:item.fluid_duct:67, 流体管道: 芳香烃
hbm:item.fluid_duct:68, 流体管道: 不饱和烃
hbm:item.fluid_duct:101, 流体管道: 轻质芳烃（BTX）
hbm:item.fluid_duct:112, 流体管道: 重整气
hbm:item.fluid_duct:20, 流体管道: 柴油
hbm:item.fluid_duct:109, 流体管道: 高辛烷值柴油
hbm:item.fluid_duct:66, 流体管道: 裂化柴油
hbm:item.fluid_duct:110, 流体管道: 高辛烷值裂化柴油
hbm:item.fluid_duct:22, 流体管道: 煤油
hbm:item.fluid_duct:111, 流体管道: 喷气燃料
hbm:item.fluid_duct:17, 流体管道: 汽油
hbm:item.fluid_duct:72, 流体管道: 含铅石油
hbm:item.fluid_duct:46, 流体管道: 含铅汽油基油
hbm:item.fluid_duct:73, 流体管道: 含铅汽油
hbm:item.fluid_duct:47, 流体管道: 煤汽油
hbm:item.fluid_duct:74, 流体管道: 含铅煤汽油
hbm:item.fluid_duct:80, 流体管道: 煤焦杂酚油
hbm:item.fluid_duct:79, 流体管道: 木油
hbm:item.fluid_duct:26, 流体管道: 沼气
hbm:item.fluid_duct:27, 流体管道: 生物燃料
hbm:item.fluid_duct:59, 流体管道: 乙醇
hbm:item.fluid_duct:130, 流体管道: N-MASS(III)超级乙醇
hbm:item.fluid_duct:140, 流体管道: 鱼油
hbm:item.fluid_duct:141, 流体管道: 葵花籽油
hbm:item.fluid_duct:28, 流体管道: NITAN牌100号超级燃料
hbm:item.fluid_duct:86, 流体管道: 联氨
hbm:item.fluid_duct:41, 流体管道: 野火火箭燃料
hbm:item.fluid_duct:160, 流体管道: hbmfluid.magma
hbm:item.fluid_duct:162, 流体管道: 墨金
hbm:item.fluid_duct:163, 流体管道: 墨菱石浆
hbm:item.fluid_duct:161, 流体管道: 二氰乙炔
hbm:item.fluid_duct:69, 流体管道: 绿色液体
hbm:item.fluid_duct:81, 流体管道: 播种浆料
hbm:item.fluid_duct:116, 流体管道: 胶体
hbm:item.fluid_duct:182, 流体管道: 硫酸盐
hbm:item.fluid_duct:183, 流体管道: 洗矿废水
hbm:item.fluid_duct:128, 流体管道: 离子凝胶
hbm:item.fluid_duct:35, 流体管道: 过氧化氢
hbm:item.fluid_duct:75, 流体管道: 硫酸
hbm:item.fluid_duct:121, 流体管道: 烷基溴
hbm:item.fluid_duct:188, 流体管道: 溴化铀
hbm:item.fluid_duct:189, 流体管道: 溴化钚
hbm:item.fluid_duct:190, 流体管道: 溴化Sa
hbm:item.fluid_duct:191, 流体管道: 溴化钍
hbm:item.fluid_duct:119, 流体管道: 氯甲烷
hbm:item.fluid_duct:120, 流体管道: 甲醇
hbm:item.fluid_duct:123, 流体管道: 聚乙烯
hbm:item.fluid_duct:122, 流体管道: 亚甲基
hbm:item.fluid_duct:181, 流体管道: Duna空气
hbm:item.fluid_duct:117, 流体管道: Eve空气
hbm:item.fluid_duct:153, 流体管道: Jool空气
hbm:item.fluid_duct:118, 流体管道: 高锰酸钾溶液
hbm:item.fluid_duct:154, 流体管道: Sarnus空气
hbm:item.fluid_duct:155, 流体管道: Urlum空气
hbm:item.fluid_duct:156, 流体管道: Neidon空气
hbm:item.fluid_duct:125, 流体管道: Tekto空气
hbm:item.fluid_duct:88, 流体管道: 压缩空气
hbm:item.fluid_duct:84, 流体管道: 硝酸
hbm:item.fluid_duct:91, 流体管道: 盐酸
hbm:item.fluid_duct:85, 流体管道: 氨
hbm:item.fluid_duct:90, 流体管道: 有机溶剂
hbm:item.fluid_duct:95, 流体管道: 高性能溶剂
hbm:item.fluid_duct:133, 流体管道: 高锝酸
hbm:item.fluid_duct:32, 流体管道: Sa酸
hbm:item.fluid_duct:29, 流体管道: 六氟化铀
hbm:item.fluid_duct:30, 流体管道: 六氟化钚
hbm:item.fluid_duct:31, 流体管道: 三硫化Sa
hbm:item.fluid_duct:43, 流体管道: Pn(III) 钽铁溶液
hbm:item.fluid_duct:58, 流体管道: 锇酸溶液
hbm:item.fluid_duct:36, 流体管道: 毒泥浆
hbm:item.fluid_duct:143, 流体管道: 红色泥浆
hbm:item.fluid_duct:171, 流体管道: 富勒烯溶液
hbm:item.fluid_duct:137, 流体管道: 蛋溶解液
hbm:item.fluid_duct:138, 流体管道: 胆固醇溶液
hbm:item.fluid_duct:144, 流体管道: 氯方解石溶液
hbm:item.fluid_duct:145, 流体管道: 混合氯方解石溶液
hbm:item.fluid_duct:146, 流体管道: 纯净氯方解石溶液
hbm:item.fluid_duct:147, 流体管道: 氯化钾溶液
hbm:item.fluid_duct:148, 流体管道: 氯化钙溶液
hbm:item.fluid_duct:149, 流体管道: 钙溶液
hbm:item.fluid_duct:200, 流体管道: 偏铝酸钠
hbm:item.fluid_duct:201, 流体管道: 铝土矿溶液
hbm:item.fluid_duct:202, 流体管道: 氧化铝
hbm:item.fluid_duct:49, 流体管道: 压裂液
hbm:item.fluid_duct:199, 流体管道: 碱液
hbm:item.fluid_duct:126, 流体管道: 光气
hbm:item.fluid_duct:127, 流体管道: 芥子气
hbm:item.fluid_duct:139, 流体管道: 雌二醇溶液
hbm:item.fluid_duct:142, 流体管道: 硝酸甘油
hbm:item.fluid_duct:33, 流体管道: 反物质
hbm:item.fluid_duct:34, 流体管道: 反Sa326
hbm:item.fluid_duct:44, 流体管道: 液态核废料
hbm:item.fluid_duct:45, 流体管道: 气态核废料
hbm:item.fluid_duct:70, 流体管道: 经验汁
hbm:item.fluid_duct:71, 流体管道: 末影果汁
hbm:item.fluid_duct:92, 流体管道: 矿浆
hbm:item.fluid_duct:131, 流体管道: N-MASS(II)航行燃料
hbm:item.fluid_duct:180, 流体管道: 星流浆
hbm:item.fluid_duct:104, 流体管道: 氪气
hbm:item.fluid_duct:103, 流体管道: 氩气
hbm:item.fluid_duct:102, 流体管道: 氖气
hbm:item.fluid_duct:106, 流体管道: 茶
hbm:item.fluid_duct:107, 流体管道: 蜂蜜
hbm:item.fluid_duct:105, 流体管道: 咖啡
hbm:item.fluid_duct:113, 流体管道: 牛奶
hbm:item.fluid_duct:114, 流体管道: 草莓牛奶
hbm:item.fluid_duct:115, 流体管道: 橄榄油
hbm:item.fluid_duct:129, 流体管道: 用力擦™肘部润滑液
hbm:item.fluid_duct:157, 流体管道: 淡奶
hbm:item.fluid_duct:158, 流体管道: 炼乳
hbm:item.fluid_duct:159, 流体管道: 浓稠鲜奶油
hbm:item.fluid_duct:172, 流体管道: 异虫信息素
hbm:item.fluid_duct:173, 流体管道: 增强异虫信息素
hbm:item.fluid_duct:7732, 流体管道: Radioactive Frosty Water
hbm:item.fluid_duct:7733, 流体管道: Frosty Water
hbm:item.fluid_duct:7734, 流体管道: Radioactive Cold Water
hbm:item.fluid_duct:7735, 流体管道: Dirty Cold Water
hbm:item.fluid_duct:7736, 流体管道: Salt Cold Water
hbm:item.fluid_duct:7737, 流体管道: Cold Water
hbm:item.fluid_duct:7738, 流体管道: Radioactive Water
hbm:item.fluid_duct:7739, 流体管道: Dirty Water
hbm:item.fluid_duct:7740, 流体管道: Salt Water
hbm:item.fluid_duct:7741, 流体管道: Radioactive Warm Water
hbm:item.fluid_duct:7742, 流体管道: Dirty Warm Water
hbm:item.fluid_duct:7743, 流体管道: Salt Warm Water
hbm:item.fluid_duct:7744, 流体管道: Warm Water
hbm:item.fluid_duct:7745, 流体管道: Radioactive Hot Water
hbm:item.fluid_duct:7746, 流体管道: Hot Water
hbm:item.fluid_duct:7747, 流体管道: Radioactive Low-Pressure Steam
hbm:item.fluid_duct:7748, 流体管道: Radioactive Steam
hbm:item.fluid_duct:7749, 流体管道: Radioactive Dense Steam
hbm:item.fluid_duct:7750, 流体管道: Radioactive Super Dense Steam
hbm:item.fluid_duct:7751, 流体管道: Radioactive Ultra Dense Steam
hbm:item.fluid_duct:1000, 流体管道: liquid_concrete
hbm:item.fuse, 保险丝
hbm:item.redcoil_capacitor, 红圈电容器
hbm:item.euphemium_capacitor, Ep电容
hbm:item.screwdriver, 螺丝刀
hbm:item.screwdriver_desh, Desh螺丝刀
hbm:item.hand_drill, 手钻
hbm:item.hand_drill_desh, Desh手钻
hbm:item.chemistry_set, 实验室玻璃器皿
hbm:item.chemistry_set_boron, 实验室玻璃器皿（硼玻璃）
hbm:item.blowtorch, 喷灯
hbm:item.acetylene_torch, 乙炔焊罐
hbm:item.boltgun, 气动射钉枪
hbm:item.overfuse, 奇异螺丝刀
hbm:item.arc_electrode:0, 石墨电极
hbm:item.arc_electrode:1, 镧电极
hbm:item.arc_electrode:2, Desh电极
hbm:item.arc_electrode:3, 土星电极
hbm:item.arc_electrode_burnt:0, 熔化石墨电极
hbm:item.arc_electrode_burnt:1, 熔化镧电极
hbm:item.arc_electrode_burnt:2, 熔化Desh电极
hbm:item.arc_electrode_burnt:3, 熔化土星电极
hbm:item.part_lithium, 锂粉盒
hbm:item.part_beryllium, 铍粉盒
hbm:item.part_carbon, 碳粉盒
hbm:item.part_copper, 铜粉盒
hbm:item.part_plutonium, 钚粉盒
hbm:item.laser_crystal_co2, CO2-Desh激光晶体
hbm:item.laser_crystal_bismuth, 铋-钐-铀-钍激光晶体
hbm:item.laser_crystal_cmb, CMB-Sa326反物质激光晶体
hbm:item.laser_crystal_iron, 铁-砷-野火晶体
hbm:item.laser_crystal_dnt, Spark激光晶体
hbm:item.laser_crystal_digamma, Digamma迪伽马激光晶体
hbm:item.rune_blank, 空白催化剂基质
hbm:item.rune_isa, 冷却催化剂基质
hbm:item.rune_dagaz, 平衡催化剂基质
hbm:item.rune_hagalaz, 粗催化剂基质
hbm:item.rune_jera, 增殖催化剂基质
hbm:item.rune_thurisaz, 添加剂催化剂基质
hbm:item.ams_catalyst_blank, 空白反应催化剂
hbm:item.ams_catalyst_aluminium, 铝反应催化剂
hbm:item.ams_catalyst_beryllium, 铍反应催化剂
hbm:item.ams_catalyst_caesium, 铯反应催化剂
hbm:item.ams_catalyst_cerium, 铈反应催化剂
hbm:item.ams_catalyst_cobalt, 钴反应催化剂
hbm:item.ams_catalyst_copper, 铜反应催化剂
hbm:item.ams_catalyst_euphemium, Ep反应催化剂
hbm:item.ams_catalyst_dineutronium, 双聚中子态素反应催化剂
hbm:item.ams_catalyst_iron, 铁反应催化剂
hbm:item.ams_catalyst_lithium, 锂反应催化剂
hbm:item.ams_catalyst_niobium, 铌反应催化剂
hbm:item.ams_catalyst_schrabidium, Sa326反应催化剂
hbm:item.ams_catalyst_strontium, 锶反应催化剂
hbm:item.ams_catalyst_thorium, 钍反应催化剂
hbm:item.ams_catalyst_tungsten, 钨反应催化剂
hbm:item.blades_steel, 钢制刀片
hbm:item.blades_titanium, 钛制刀片
hbm:item.blades_advanced_alloy, 高级合金刀片
hbm:item.blades_desh, Desh制刀片
hbm:item.thermo_element, 热电元件
hbm:item.catalytic_converter, 催化转化器
hbm:item.ams_focus_blank, 空白稳定器焦点
hbm:item.ams_focus_limiter, 限制稳定器焦点
hbm:item.ams_focus_booster, 增压型稳定器焦点
hbm:item.ams_muzzle, 激活射线发射极
hbm:item.ams_lens, 稳定透镜
hbm:item.ams_core_sing, 活跃奇点[AMS/DFC核心]
hbm:item.ams_core_wormhole, 微型虫洞[AMS/DFC核心]
hbm:item.ams_core_eyeofharmony, 和谐之眼[AMS/DFC核心]
hbm:item.ams_core_thingy, Thingy[AMS/DFC核心]
hbm:item.fusion_shield_tungsten, 钨聚变反应堆覆层
hbm:item.fusion_shield_desh, Desh聚变反应堆覆层
hbm:item.fusion_shield_chlorophyte, 叶绿金属聚变反应堆覆层
hbm:item.fusion_shield_vaporwave, 蒸汽波反应堆覆层
hbm:item.rod_empty, 空燃料棒
hbm:item.rod:0, 锂棒
hbm:item.rod:1, 氚棒
hbm:item.rod:2, 钴棒
hbm:item.rod:3, 钴-60棒
hbm:item.rod:4, 钍-232棒
hbm:item.rod:5, 钍燃料棒
hbm:item.rod:6, 铀-235棒
hbm:item.rod:7, 镎-237棒
hbm:item.rod:8, 铀-238棒
hbm:item.rod:9, 钚-238棒
hbm:item.rod:10, 钚-239棒
hbm:item.rod:11, 反应堆级钚棒
hbm:item.rod:12, 核废料棒
hbm:item.rod:13, 铅棒
hbm:item.rod:14, 铀棒
hbm:item.rod:15, 镭-226棒
hbm:item.rod:16, 锕-227棒
hbm:item.rod_dual_empty, 空双联燃料棒
hbm:item.rod_dual:0, 双联锂棒
hbm:item.rod_dual:1, 双联氚棒
hbm:item.rod_dual:2, 双联钴棒
hbm:item.rod_dual:3, 双联钴-60棒
hbm:item.rod_dual:4, 双联钍-232棒
hbm:item.rod_dual:5, 双联钍燃料棒
hbm:item.rod_dual:6, 双联铀-235棒
hbm:item.rod_dual:7, 双联镎-237棒
hbm:item.rod_dual:8, 双联铀-238棒
hbm:item.rod_dual:9, 双联钚-238棒
hbm:item.rod_dual:10, 双联钚-239棒
hbm:item.rod_dual:11, 双联反应堆级钚棒
hbm:item.rod_dual:12, 双联核废料棒
hbm:item.rod_dual:13, 双联铅棒
hbm:item.rod_dual:14, 双联铀棒
hbm:item.rod_dual:15, 双联镭-226棒
hbm:item.rod_dual:16, 双联锕-227棒
hbm:item.rod_quad_empty, 空四联燃料棒
hbm:item.rod_quad:0, 四联锂棒
hbm:item.rod_quad:1, 四联氚棒
hbm:item.rod_quad:2, 四联钴棒
hbm:item.rod_quad:3, 四联钴-60棒
hbm:item.rod_quad:4, 四联钍-232棒
hbm:item.rod_quad:5, 四联钍燃料棒
hbm:item.rod_quad:6, 四联铀-235棒
hbm:item.rod_quad:7, 四联镎-237棒
hbm:item.rod_quad:8, 四联铀-238棒
hbm:item.rod_quad:9, 四联钚-238棒
hbm:item.rod_quad:10, 四联钚-239棒
hbm:item.rod_quad:11, 四联反应堆级钚棒
hbm:item.rod_quad:12, 四联核废料棒
hbm:item.rod_quad:13, 四联铅棒
hbm:item.rod_quad:14, 四联铀棒
hbm:item.rod_quad:15, 四联镭-226棒
hbm:item.rod_quad:16, 四联锕-227棒
hbm:item.rod_zirnox_empty, 空锆诺克斯燃料棒
hbm:item.rod_zirnox_tritium, 锆诺克斯 氚燃料棒
hbm:item.rod_zirnox:0, 锆诺克斯 天然铀燃料棒
hbm:item.rod_zirnox:1, 锆诺克斯 铀燃料棒
hbm:item.rod_zirnox:2, 锆诺克斯 钍-232燃料棒
hbm:item.rod_zirnox:3, 锆诺克斯 钍燃料棒
hbm:item.rod_zirnox:4, 锆诺克斯  MOX燃料棒
hbm:item.rod_zirnox:5, 锆诺克斯 钚燃料棒
hbm:item.rod_zirnox:6, 锆诺克斯 铀-233燃料棒
hbm:item.rod_zirnox:7, 锆诺克斯 铀-235燃料棒
hbm:item.rod_zirnox:8, 锆诺克斯  LES低浓度Sa326燃料棒
hbm:item.rod_zirnox:9, 锆诺克斯 锂燃料棒
hbm:item.rod_zirnox:10, 锆诺克斯 ZFB MOX燃料棒
hbm:item.rod_zirnox_natural_uranium_fuel_depleted, 锆诺克斯 枯竭天然铀燃料棒
hbm:item.rod_zirnox_uranium_fuel_depleted, 锆诺克斯 枯竭铀燃料棒
hbm:item.rod_zirnox_thorium_fuel_depleted, 锆诺克斯 枯竭钍燃料棒
hbm:item.rod_zirnox_mox_fuel_depleted, 锆诺克斯 枯竭MOX燃料棒
hbm:item.rod_zirnox_plutonium_fuel_depleted, 锆诺克斯 枯竭钚燃料棒
hbm:item.rod_zirnox_u233_fuel_depleted, 锆诺克斯 枯竭铀-233燃料棒
hbm:item.rod_zirnox_u235_fuel_depleted, 锆诺克斯 枯竭铀-235燃料棒
hbm:item.rod_zirnox_les_fuel_depleted, 锆诺克斯 枯竭LES低浓度Sa326燃料棒
hbm:item.rod_zirnox_zfb_mox_depleted, 锆诺克斯 ZFB 枯竭MOX燃料棒
hbm:item.waste_natural_uranium:0, 枯竭天然铀燃料
hbm:item.waste_natural_uranium:1, 枯竭天然铀燃料
hbm:item.waste_uranium:0, 枯竭铀燃料
hbm:item.waste_uranium:1, 枯竭铀燃料
hbm:item.waste_thorium:0, 枯竭钍燃料
hbm:item.waste_thorium:1, 枯竭钍燃料
hbm:item.waste_mox:0, 枯竭MOX燃料
hbm:item.waste_mox:1, 枯竭MOX燃料
hbm:item.waste_plutonium:0, 枯竭钚燃料
hbm:item.waste_plutonium:1, 枯竭钚燃料
hbm:item.waste_u233:0, 枯竭铀-233燃料
hbm:item.waste_u233:1, 枯竭铀-233燃料
hbm:item.waste_u235:0, 枯竭铀-235燃料
hbm:item.waste_u235:1, 枯竭铀-235燃料
hbm:item.waste_schrabidium:0, 枯竭Sa326燃料
hbm:item.waste_schrabidium:1, 枯竭Sa326燃料
hbm:item.waste_zfb_mox:0, 枯竭的ZFB MOX燃料
hbm:item.waste_zfb_mox:1, 枯竭的ZFB MOX燃料
hbm:item.waste_plate_u233:0, 枯竭高浓度铀-233 板状燃料
hbm:item.waste_plate_u233:1, 枯竭高浓度铀-233 板状燃料
hbm:item.waste_plate_u235:0, 枯竭高浓度铀-235 板状燃料
hbm:item.waste_plate_u235:1, 枯竭高浓度铀-235 板状燃料
hbm:item.waste_plate_mox:0, 枯竭MOX 板状燃料
hbm:item.waste_plate_mox:1, 枯竭MOX 板状燃料
hbm:item.waste_plate_pu239:0, 枯竭高浓度钚-239 板状燃料
hbm:item.waste_plate_pu239:1, 枯竭高浓度钚-239 板状燃料
hbm:item.waste_plate_ra226be:0, 枯竭镭226-铍 板状燃料
hbm:item.waste_plate_ra226be:1, 枯竭镭226-铍 板状燃料
hbm:item.waste_plate_sa326:0, 枯竭高浓度Sa326 板状燃料
hbm:item.waste_plate_sa326:1, 枯竭高浓度Sa326 板状燃料
hbm:item.waste_plate_pu238be:0, 枯竭钚238-铍 板状燃料
hbm:item.waste_plate_pu238be:1, 枯竭钚238-铍 板状燃料
hbm:item.pile_rod_uranium, 芝加哥反应堆 铀棒
hbm:item.pile_rod_pu239, 芝加哥反应堆增殖铀棒
hbm:item.pile_rod_plutonium, 芝加哥反应堆 钚棒
hbm:item.pile_rod_source, 芝加哥反应堆 镭226-铍中子源
hbm:item.pile_rod_boron, 芝加哥反应堆 控制棒
hbm:item.pile_rod_lithium, 芝加哥反应堆锂燃料棒
hbm:item.pile_rod_detector, 芝加哥反应堆控制/探测棒
hbm:item.plate_fuel_u233, 高浓度铀-233 板状燃料
hbm:item.plate_fuel_u235, 高浓度铀-235 板状燃料
hbm:item.plate_fuel_mox, MOX 板状燃料
hbm:item.plate_fuel_pu239, 高浓度钚-239 板状燃料
hbm:item.plate_fuel_sa326, 高浓度Sa326 板状燃料
hbm:item.plate_fuel_ra226be, 镭226-铍 板状燃料
hbm:item.plate_fuel_pu238be, 钚238-铍 板状燃料
hbm:item.pwr_fuel:0, MEU 中浓缩度铀压水堆燃料棒
hbm:item.pwr_fuel:1, HEU-233 高浓缩度铀-233压水堆燃料棒
hbm:item.pwr_fuel:2, HEU-235 高浓缩度铀-235压水堆燃料棒
hbm:item.pwr_fuel:3, MEN 中浓缩度镎压水堆燃料棒
hbm:item.pwr_fuel:4, HEN-237 高浓缩度镎-237压水堆燃料棒
hbm:item.pwr_fuel:5, MOX 压水堆燃料棒
hbm:item.pwr_fuel:6, MEP 中浓缩度钚压水堆燃料棒
hbm:item.pwr_fuel:7, HEP-239 高浓缩度钚-239压水堆燃料棒
hbm:item.pwr_fuel:8, HEP-241 高浓缩度钚-241压水堆燃料棒
hbm:item.pwr_fuel:9, MEA 中浓缩度镅压水堆燃料棒
hbm:item.pwr_fuel:10, HEA-242 高浓缩度镅-242压水堆燃料棒
hbm:item.pwr_fuel:11, HES-326 高浓缩度Sa326压水堆燃料棒
hbm:item.pwr_fuel:12, HES-327 高浓缩度Sa327压水堆燃料棒
hbm:item.pwr_fuel:13, 燃料级镅压水堆BFB燃料棒
hbm:item.pwr_fuel:14, 钚-241压水堆BFB棒
hbm:item.pwr_fuel_hot:0, 高温 MEU 中浓缩度铀压水堆燃料棒
hbm:item.pwr_fuel_hot:1, 高温 HEU-233 高浓缩度铀-233压水堆燃料棒
hbm:item.pwr_fuel_hot:2, 高温 HEU-235 高浓缩度铀-235压水堆燃料棒
hbm:item.pwr_fuel_hot:3, 高温 MEN 中浓缩度镎压水堆燃料棒
hbm:item.pwr_fuel_hot:4, 高温 HEN-237 高浓缩度镎-237压水堆燃料棒
hbm:item.pwr_fuel_hot:5, 高温 MOX压水堆燃料棒
hbm:item.pwr_fuel_hot:6, 高温 MEP 中浓缩度钚压水堆燃料棒
hbm:item.pwr_fuel_hot:7, 高温 HEP-239 高浓缩度钚-239压水堆燃料棒
hbm:item.pwr_fuel_hot:8, 高温 HEP-241 高浓缩度钚-241压水堆燃料棒
hbm:item.pwr_fuel_hot:9, 高温 MEA 中浓缩度镅压水堆燃料棒
hbm:item.pwr_fuel_hot:10, 高温 HEA-242 高浓缩度镅-242压水堆燃料棒
hbm:item.pwr_fuel_hot:11, 高温 HES-326 高浓缩度Sa326压水堆燃料棒
hbm:item.pwr_fuel_hot:12, 高温 HES-327 高浓缩度Sa327压水堆燃料棒
hbm:item.pwr_fuel_hot:13, 高温 燃料级镅压水堆BFB燃料棒
hbm:item.pwr_fuel_hot:14, 高温 钚-241压水堆BFB棒
hbm:item.pwr_fuel_depleted:0, 枯竭 MEU 中浓缩度铀压水堆燃料棒
hbm:item.pwr_fuel_depleted:1, 枯竭 HEU-233 高浓缩度铀-233压水堆燃料棒
hbm:item.pwr_fuel_depleted:2, 枯竭 HEU-235 高浓缩度铀-235压水堆燃料棒
hbm:item.pwr_fuel_depleted:3, 枯竭 MEN 中浓缩度镎压水堆燃料棒
hbm:item.pwr_fuel_depleted:4, 枯竭 HEN-237 高浓缩度镎-237压水堆燃料棒
hbm:item.pwr_fuel_depleted:5, 枯竭 MOX 压水堆燃料棒
hbm:item.pwr_fuel_depleted:6, 枯竭 MEP 中浓缩度钚压水堆燃料棒
hbm:item.pwr_fuel_depleted:7, 枯竭 HEP-239 高浓缩度钚-239压水堆燃料棒
hbm:item.pwr_fuel_depleted:8, 枯竭 HEP-241 高浓缩度钚-241压水堆燃料棒
hbm:item.pwr_fuel_depleted:9, 枯竭 MEA 中浓缩度镅压水堆燃料棒
hbm:item.pwr_fuel_depleted:10, 枯竭 HEA-242 高浓缩度镅-242压水堆燃料棒
hbm:item.pwr_fuel_depleted:11, 枯竭 HES-326 高浓缩度Sa326压水堆燃料棒
hbm:item.pwr_fuel_depleted:12, 枯竭 HES-327 高浓缩度Sa327压水堆燃料棒
hbm:item.pwr_fuel_depleted:13, 枯竭燃料级镅压水堆BFB燃料棒
hbm:item.pwr_fuel_depleted:14, 枯竭钚-241压水堆BFB棒
hbm:item.rbmk_lid, RBMK反应堆覆盖层
hbm:item.rbmk_lid_glass, RBMK反应堆玻璃覆盖层
hbm:item.rbmk_fuel_empty, 空 RBMK反应堆燃料棒
hbm:item.rbmk_fuel_ueu, NU RBMK反应堆未浓缩铀燃料棒
hbm:item.rbmk_fuel_meu, MEU RBMK中浓缩度铀-235燃料棒
hbm:item.rbmk_fuel_heu233, HEU-233 RBMK反应堆高浓缩度铀-233燃料棒
hbm:item.rbmk_fuel_heu235, HEU-235 RBMK反应堆高浓缩度铀-235燃料棒
hbm:item.rbmk_fuel_thmeu, ThMEU RBMK反应堆中浓缩度铀-233导向钍燃料棒
hbm:item.rbmk_fuel_lep, LEP RBMK反应堆低浓缩度钚-239燃料棒
hbm:item.rbmk_fuel_mep, MEP RBMK反应堆中浓缩度钚-239燃料棒
hbm:item.rbmk_fuel_hep, HEP-239 RBMK反应堆高浓缩度钚-239燃料棒
hbm:item.rbmk_fuel_hep241, HEP-241 RBMK反应堆高浓缩度钚-241燃料棒
hbm:item.rbmk_fuel_lea, LEA RBMK反应堆低浓缩度镅-242燃料棒
hbm:item.rbmk_fuel_mea, MEA RBMK反应堆中浓缩度镅-242燃料棒
hbm:item.rbmk_fuel_hea241, HEA-241 RBMK反应堆高浓缩度镅-241燃料棒
hbm:item.rbmk_fuel_hea242, HEA-242 RBMK反应堆高浓缩度镅-242燃料棒
hbm:item.rbmk_fuel_bk247, 锫-247RBMK燃料棒
hbm:item.rbmk_fuel_men, MEN RBMK反应堆中浓缩度镎-237燃料棒
hbm:item.rbmk_fuel_hen, HEN RBMK反应堆高浓缩度镎燃料棒
hbm:item.rbmk_fuel_mox, MOX RBMK反应堆燃料棒
hbm:item.rbmk_fuel_les, LES RBMK反应堆低浓缩度Sa326燃料棒
hbm:item.rbmk_fuel_mes, MES RBMK中浓缩度Sa326燃料棒
hbm:item.rbmk_fuel_hes, HES RBMK反应堆高浓缩度Sa326燃料棒
hbm:item.rbmk_fuel_leaus, LEAus RBMK反应堆低浓缩度奥斯燃料棒
hbm:item.rbmk_fuel_heaus, HEAus RBMK反应堆高浓缩度奥斯燃料棒
hbm:item.rbmk_fuel_po210be, 钋210-铍 RBMK反应堆中子源
hbm:item.rbmk_fuel_ra226be, 镭226-铍 RBMK反应堆中子源
hbm:item.rbmk_fuel_pu238be, 钚238-铍 RBMK反应堆中子源
hbm:item.rbmk_fuel_balefire_gold, RBMK反应堆激活态金-198燃料棒
hbm:item.rbmk_fuel_flashlead, RBMK反应堆闪光铅燃料棒
hbm:item.rbmk_fuel_balefire, RBMK反应堆野火燃料棒
hbm:item.rbmk_fuel_zfb_bismuth, ZFB 铋RBMK反应堆燃料棒
hbm:item.rbmk_fuel_zfb_pu241, ZFB 钚-241RBMK反应堆燃料棒
hbm:item.rbmk_fuel_zfb_am_mix, ZFB 燃料级镅RBMK反应堆燃料棒
hbm:item.rbmk_fuel_drx, §cRBMK反应堆F迪伽马粒子燃料棒§r
hbm:item.rbmk_fuel_test, item.rbmk_fuel_test.name
hbm:item.rbmk_fuel_lecm, LECm低浓缩度锔RBMK燃料棒
hbm:item.rbmk_fuel_mecm, MECm中浓缩度锔RBMK燃料棒
hbm:item.rbmk_fuel_hecm, HECm高浓缩度锔RBMK燃料棒
hbm:item.rbmk_pellet_ueu:0, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:1, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:2, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:3, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:4, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:5, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:6, 未浓缩铀燃料芯块
hbm:item.rbmk_pellet_ueu:7, 未浓缩铀燃料芯块
